name,datetime,humidity,precip,windspeed,cloudcover,visibility,tempmax c,tempmin c,avgtemp c,feelslikemax c,feelslikemin c,avgfeelsliketemp c,dewpoint c,precip_chance
Port of Spain,2023-09-01,82.2,0.1016,12.8,37.5,6.3,30.0,23.0,25.3,32.7,23.0,25.9,21.8,1
Port of Spain,2023-09-02,74.8,0.0,18.3,37.6,6.6,31.0,23.0,26.1,33.0,23.0,26.8,21.0,0
Port of Spain,2023-09-03,74.4,0.0,13.9,47.0,6.3,31.0,23.0,26.7,33.7,23.0,27.7,21.4,0
Port of Spain,2023-09-04,76.3,0.6096,16.1,44.2,6.5,31.0,23.0,26.6,34.6,23.0,27.7,21.7,1
Port of Spain,2023-09-05,71.2,0.0,19.7,47.1,6.1,32.0,26.0,28.3,35.8,26.0,30.4,22.3,0
Port of Spain,2023-09-06,78.3,2.0066,15.0,51.4,6.4,32.7,25.0,28.6,37.7,25.0,32.1,24.2,1
Port of Spain,2023-09-07,83.3,6.604,17.2,45.1,6.3,33.0,24.0,28.2,43.8,24.0,32.0,24.8,1
Port of Spain,2023-09-08,87.2,7.112,9.2,44.5,7.0,30.8,25.0,26.9,37.4,25.0,29.3,24.5,1
Port of Spain,2023-09-09,80.6,0.0,13.9,31.5,6.8,33.0,24.8,28.7,40.6,24.8,32.9,24.8,0
Port of Spain,2023-09-10,79.9,0.0,13.9,37.9,6.8,33.0,26.0,29.4,42.1,26.0,35.3,25.4,0
Port of Spain,2023-09-11,82.7,0.0,11.6,47.7,8.6,31.9,24.8,28.2,41.9,24.8,31.9,24.8,0
Port of Spain,2023-09-12,80.0,4.013199999999999,11.4,60.7,6.6,30.1,24.1,26.8,34.2,24.1,28.3,23.0,1
Port of Spain,2023-09-13,81.1,0.0,12.8,41.7,6.9,33.8,26.0,29.3,43.3,26.0,34.9,25.6,0
Port of Spain,2023-09-14,79.2,0.0,11.4,35.8,7.0,34.0,26.0,29.3,42.8,26.0,34.6,25.2,0
Port of Spain,2023-09-15,77.8,0.0,12.8,36.1,7.0,34.0,25.1,29.1,40.6,25.1,32.9,24.5,0
Port of Spain,2023-09-16,75.7,0.0,11.4,31.1,7.3,34.1,23.9,28.6,40.4,23.9,31.7,23.5,0
Port of Spain,2023-09-17,74.1,0.0,11.4,33.4,7.5,34.0,24.9,28.8,38.3,24.9,31.9,23.4,0
Port of Spain,2023-09-18,77.6,0.0,11.4,31.7,7.5,34.0,25.0,29.3,41.6,25.0,33.9,24.7,0
Port of Spain,2023-09-19,77.8,0.0,11.4,32.5,7.9,34.0,25.0,29.0,41.9,25.0,33.1,24.5,0
Port of Spain,2023-09-20,77.4,0.0,16.1,45.2,7.0,35.0,24.8,29.1,43.3,24.8,33.2,24.4,0
Port of Spain,2023-09-21,82.0,5.9944,13.9,43.1,6.8,33.0,25.0,28.0,40.6,25.0,31.2,24.5,1
Port of Spain,2023-09-22,83.1,5.0038,8.1,51.7,6.5,30.0,24.9,26.6,34.1,24.9,28.1,23.4,1
Port of Spain,2023-09-23,79.8,10.0076,11.4,40.0,7.1,32.0,25.0,28.1,39.2,25.0,31.0,24.1,1
Port of Spain,2023-09-24,77.1,8.001,15.0,44.2,6.8,33.0,26.0,28.9,38.1,26.0,33.0,24.2,1
Port of Spain,2023-09-25,76.9,0.2032,12.8,46.5,6.6,32.1,25.0,28.3,36.8,25.0,31.2,23.6,1
Port of Spain,2023-09-26,74.4,0.4064,11.4,40.1,6.9,34.0,25.8,29.1,40.1,25.8,32.8,23.8,1
Port of Spain,2023-09-27,80.2,0.4064,8.1,39.1,6.8,33.0,24.0,27.9,40.8,24.0,31.1,23.9,1
Port of Spain,2023-09-28,84.1,35.102799999999995,9.2,36.7,6.5,33.0,24.0,27.6,42.1,24.0,30.9,24.5,1
Port of Spain,2023-09-29,86.1,16.002,16.1,42.4,6.7,33.0,25.0,28.2,44.1,25.0,32.6,25.5,1
Port of Spain,2023-09-30,86.6,0.0,12.8,45.9,6.7,34.0,25.0,27.8,47.3,25.0,31.8,25.3,0
Port of Spain,2023-10-01,82.8,1.6001999999999998,11.4,38.7,6.4,29.8,22.0,25.3,32.8,22.0,26.3,22.1,1
Port of Spain,2023-10-02,75.5,2.7178,19.7,33.0,6.4,30.0,22.9,25.6,32.2,22.9,26.3,20.7,1
Port of Spain,2023-10-03,73.2,0.0,13.9,40.7,6.9,32.0,23.0,27.1,34.2,23.0,28.1,21.3,0
Port of Spain,2023-10-04,73.4,0.0,16.1,48.2,6.8,31.1,24.0,27.2,34.0,24.0,28.4,21.7,0
Port of Spain,2023-10-05,72.5,0.4064,16.1,35.1,6.5,31.1,24.9,27.6,34.6,24.9,29.0,21.9,1
Port of Spain,2023-10-06,82.5,7.492999999999999,17.2,42.4,6.7,32.0,24.9,27.7,37.9,24.9,29.9,24.1,1
Port of Spain,2023-10-07,88.2,11.9888,13.2,52.0,6.5,30.8,25.1,27.3,40.2,25.1,30.5,25.1,1
Port of Spain,2023-10-08,86.2,1.9812,16.1,47.8,6.7,32.1,25.8,27.8,40.7,25.8,31.3,25.2,1
Port of Spain,2023-10-09,80.3,0.0,12.8,34.9,6.9,33.0,25.0,29.0,40.7,25.0,33.8,25.1,0
Port of Spain,2023-10-10,80.2,0.0,12.8,37.9,6.9,32.1,25.9,28.9,40.7,25.9,33.9,25.1,0
Port of Spain,2023-10-11,92.8,16.891,17.0,62.8,6.6,29.1,24.8,26.3,37.1,24.8,27.7,25.1,1
Port of Spain,2023-10-12,79.3,2.9972,13.9,49.9,7.1,30.0,24.0,26.8,34.6,24.0,28.4,22.8,1
Port of Spain,2023-10-13,83.4,0.0,9.2,36.9,7.2,33.0,24.0,28.6,44.3,24.0,34.0,25.4,0
Port of Spain,2023-10-14,80.7,0.0,9.2,31.6,7.8,34.0,25.9,29.0,41.9,25.9,33.7,25.2,0
Port of Spain,2023-10-15,80.1,0.0,12.8,43.1,7.0,34.0,25.0,28.9,42.1,25.0,33.6,24.9,0
Port of Spain,2023-10-16,80.2,0.0,12.8,34.9,7.1,34.0,25.0,29.2,43.5,25.0,34.1,25.2,0
Port of Spain,2023-10-17,81.2,0.0,16.1,43.5,7.7,32.8,25.0,28.1,40.4,25.0,31.6,24.5,0
Port of Spain,2023-10-18,83.2,0.0,11.4,49.3,8.0,33.1,24.4,28.2,42.2,24.4,32.3,24.9,0
Port of Spain,2023-10-19,83.4,0.0,11.4,58.1,8.8,32.8,24.9,28.1,41.9,24.9,32.1,24.9,0
Port of Spain,2023-10-20,82.0,0.0,6.9,70.6,8.6,32.8,24.1,28.6,41.6,24.1,33.4,25.0,0
Port of Spain,2023-10-21,89.6,26.9748,13.9,62.6,6.7,31.0,23.8,26.6,39.2,23.8,29.6,24.7,1
Port of Spain,2023-10-22,84.8,0.0,6.9,62.2,6.8,32.0,25.1,27.8,40.8,25.1,31.1,24.9,0
Port of Spain,2023-10-23,84.9,11.9888,11.4,55.4,7.6,33.0,25.0,27.3,40.4,25.0,29.9,24.4,1
Port of Spain,2023-10-24,85.3,0.9906,5.8,45.9,7.8,32.1,23.8,27.5,40.6,23.8,31.2,24.7,1
Port of Spain,2023-10-25,87.7,10.0076,6.9,48.6,7.9,33.9,24.8,26.8,41.6,24.8,28.8,24.4,1
Port of Spain,2023-10-26,84.9,0.0,8.1,58.2,8.0,30.9,24.9,27.3,37.8,24.9,30.2,24.4,0
Port of Spain,2023-10-27,89.9,17.5006,8.1,51.4,8.0,30.8,24.1,26.9,40.2,24.1,29.8,25.1,1
Port of Spain,2023-10-28,82.7,0.0,10.3,53.3,8.6,32.8,24.9,28.4,40.7,24.9,32.9,25.1,0
Port of Spain,2023-10-29,79.7,0.0,12.8,51.1,8.7,32.8,25.8,28.6,40.4,25.8,31.9,24.4,0
Port of Spain,2023-10-30,82.9,19.9898,13.9,60.5,9.0,32.8,25.1,28.4,41.9,25.1,33.4,25.2,1
Port of Spain,2023-10-31,82.1,0.508,13.9,47.5,9.8,32.8,26.1,28.8,41.5,26.1,34.1,25.4,1
Port of Spain,2023-11-01,81.4,0.508,13.9,38.4,6.4,30.1,22.9,25.9,33.4,22.9,26.9,22.2,1
Port of Spain,2023-11-02,80.7,3.7084,23.0,46.4,6.0,28.1,22.0,24.7,30.7,22.0,25.3,21.1,1
Port of Spain,2023-11-03,75.1,1.1938,13.9,49.2,6.4,31.0,24.0,26.9,33.0,24.0,27.9,21.8,1
Port of Spain,2023-11-04,70.7,0.0,16.1,36.5,6.6,32.0,24.0,27.6,34.9,24.0,28.8,21.4,0
Port of Spain,2023-11-05,73.6,0.0,15.0,32.9,6.5,32.9,23.8,27.8,52.9,23.8,30.3,22.3,0
Port of Spain,2023-11-06,85.7,14.808199999999998,12.8,47.7,6.0,32.0,24.9,27.3,37.9,24.9,29.7,24.6,1
Port of Spain,2023-11-07,87.0,6.985,12.8,43.6,6.5,32.0,25.0,27.6,39.5,25.0,30.6,25.1,1
Port of Spain,2023-11-08,84.1,7.7978,12.8,41.2,6.7,33.0,25.0,28.3,40.7,25.0,32.7,25.3,1
Port of Spain,2023-11-09,81.7,0.9906,16.1,34.9,6.8,32.8,26.0,29.0,40.7,26.0,34.1,25.4,1
Port of Spain,2023-11-10,78.9,0.0,12.8,33.3,7.2,33.1,24.1,28.6,40.7,24.1,32.3,24.3,0
Port of Spain,2023-11-11,87.6,7.416799999999999,17.2,57.6,7.2,28.8,24.9,26.4,34.3,24.9,27.8,24.1,1
Port of Spain,2023-11-12,79.2,0.2032,12.8,51.0,7.2,30.1,24.1,26.6,33.3,24.1,28.0,22.6,1
Port of Spain,2023-11-13,89.0,15.621,18.3,69.0,6.0,26.9,24.8,25.7,30.4,24.8,26.2,23.7,1
Port of Spain,2023-11-14,79.8,7.518399999999999,16.1,56.9,6.7,30.8,24.9,27.4,35.2,24.9,29.8,23.6,1
Port of Spain,2023-11-15,83.5,9.9822,13.9,49.8,8.0,30.8,24.1,26.9,36.4,24.1,29.2,23.8,1
Port of Spain,2023-11-16,91.1,14.1732,16.1,66.1,6.7,28.9,25.1,26.3,36.3,25.1,27.6,24.7,1
Port of Spain,2023-11-17,85.6,1.397,16.1,49.4,6.4,30.8,25.8,28.1,38.8,25.8,31.9,25.3,1
Port of Spain,2023-11-18,80.9,0.0,15.0,31.8,5.0,31.1,26.1,28.1,38.0,26.1,31.4,24.3,0
Port of Spain,2023-11-19,77.8,0.1016,11.4,49.5,5.3,32.1,25.1,27.7,36.2,25.1,29.9,23.3,1
Port of Spain,2023-11-20,86.2,2.0066,16.1,54.2,5.1,30.8,24.8,27.2,38.6,24.8,30.3,24.6,1
Port of Spain,2023-11-21,90.8,2.9972,10.3,57.6,6.1,30.1,24.9,26.3,37.1,24.9,27.7,24.6,1
Port of Spain,2023-11-22,86.3,0.0,13.9,59.8,8.5,30.9,24.1,26.8,38.6,24.1,29.3,24.3,0
Port of Spain,2023-11-23,88.7,0.6096,13.9,45.1,7.8,31.1,24.0,27.0,39.3,24.0,29.9,24.9,1
Port of Spain,2023-11-24,83.8,0.0,17.2,33.8,8.3,31.1,24.9,27.6,37.4,24.9,30.2,24.4,0
Port of Spain,2023-11-25,78.0,0.9906,13.9,49.0,8.3,31.8,24.9,27.8,37.7,24.9,30.3,23.4,1
Port of Spain,2023-11-26,83.7,31.9786,13.9,58.3,7.1,30.3,23.9,25.7,34.9,23.9,26.7,22.7,1
Port of Spain,2023-11-27,79.9,0.1016,15.0,42.2,7.5,31.0,23.8,27.0,35.5,23.8,29.3,23.1,1
Port of Spain,2023-11-28,78.9,0.3048,13.9,29.9,7.2,30.9,24.8,27.5,36.5,24.8,29.8,23.4,1
Port of Spain,2023-11-29,75.9,0.0,16.1,31.1,7.4,30.9,24.1,27.6,37.2,24.1,29.6,22.7,0
Port of Spain,2023-11-30,77.7,0.0,16.1,28.3,8.1,31.8,23.0,27.1,37.4,23.0,29.1,22.7,0
Port of Spain,2023-12-01,76.3,17.195800000000002,18.3,35.1,6.5,31.0,23.0,26.3,34.6,23.0,27.4,21.6,1
Port of Spain,2023-12-02,82.4,7.696199999999999,19.7,57.5,6.1,29.0,22.0,24.6,31.3,22.0,25.1,21.2,1
Port of Spain,2023-12-03,70.9,0.0,17.2,37.7,6.7,31.0,23.9,26.8,32.4,23.9,27.7,20.7,0
Port of Spain,2023-12-04,64.0,0.0,17.2,30.1,6.6,32.0,23.0,27.4,32.9,23.0,27.9,19.4,0
Port of Spain,2023-12-05,72.8,0.0,15.0,39.2,6.0,31.8,25.8,28.2,34.7,25.8,30.2,22.6,0
Port of Spain,2023-12-06,92.9,39.9034,11.4,47.9,6.0,28.8,24.0,25.7,34.2,24.0,26.2,24.4,1
Port of Spain,2023-12-07,83.8,0.2032,15.0,51.3,7.0,32.0,25.0,27.9,39.2,25.0,31.3,24.7,1
Port of Spain,2023-12-08,81.6,0.9906,16.1,34.0,6.5,32.0,24.9,28.4,39.2,24.9,32.5,24.8,1
Port of Spain,2023-12-09,79.4,0.0,11.4,36.4,7.0,33.1,25.8,29.2,42.1,25.8,34.3,25.1,0
Port of Spain,2023-12-10,79.1,0.0,10.3,35.8,6.9,33.0,25.0,28.6,40.6,25.0,32.3,24.4,0
Port of Spain,2023-12-11,83.0,14.0208,19.7,62.7,6.8,31.0,24.9,26.7,36.3,24.9,28.0,23.4,1
Port of Spain,2023-12-12,84.9,0.2032,12.3,49.1,7.4,30.8,24.0,26.9,38.4,24.0,29.3,24.1,1
Port of Spain,2023-12-13,80.9,2.0066,16.1,57.5,7.5,30.0,24.0,26.7,34.1,24.0,28.3,23.0,1
Port of Spain,2023-12-14,83.1,11.9888,13.9,61.4,8.1,29.0,24.1,26.1,32.7,24.1,27.0,22.9,1
Port of Spain,2023-12-15,80.0,0.0,11.4,51.2,8.0,31.0,24.1,27.0,35.5,24.1,28.8,23.1,0
Port of Spain,2023-12-16,82.4,0.0,11.4,50.7,10.1,30.1,24.9,27.2,36.8,24.9,29.6,23.8,0
Port of Spain,2023-12-17,77.2,0.0,13.9,46.5,8.7,31.0,23.8,27.3,35.5,23.8,29.3,22.7,0
Port of Spain,2023-12-18,76.7,0.0,9.2,41.1,8.0,32.0,23.8,27.3,34.1,23.8,28.8,22.4,0
Port of Spain,2023-12-19,79.3,0.7874,13.9,41.9,7.4,30.9,23.1,26.5,34.6,23.1,28.2,22.4,1
Port of Spain,2023-12-20,77.4,0.3048,9.2,43.2,7.5,32.1,23.1,27.0,36.4,23.1,28.9,22.5,1
Port of Spain,2023-12-21,77.2,0.0,13.9,35.2,7.1,31.3,23.1,26.9,35.1,23.1,28.7,22.4,0
Port of Spain,2023-12-22,80.2,0.0,11.4,51.5,7.3,31.8,24.8,27.4,37.7,24.8,30.0,23.6,0
Port of Spain,2023-12-23,86.2,0.0,12.8,54.5,6.7,30.9,24.1,27.4,38.8,24.1,30.8,24.8,0
Port of Spain,2023-12-24,81.4,0.0,9.2,41.6,3.9,31.1,23.9,27.5,35.5,23.9,29.9,23.8,0
Port of Spain,2023-12-25,80.5,0.0,12.8,54.2,4.6,31.1,23.9,27.4,35.6,23.9,29.4,23.6,0
Port of Spain,2023-12-26,75.9,0.0,10.3,39.2,7.3,31.0,24.0,27.1,33.7,24.0,28.3,22.1,0
Port of Spain,2023-12-27,78.0,0.0,9.2,31.9,8.1,31.1,23.1,26.9,37.2,23.1,28.8,22.6,0
Port of Spain,2023-12-28,84.4,2.0066,13.9,42.9,8.2,31.0,22.9,26.1,37.5,22.9,27.2,23.1,1
Port of Spain,2023-12-29,85.5,0.0,10.3,31.3,8.5,31.0,23.1,26.6,38.8,23.1,29.2,23.8,0
Port of Spain,2023-12-30,84.4,0.0,13.9,38.1,8.9,30.8,22.9,26.4,37.6,22.9,28.8,23.5,0
Port of Spain,2023-12-31,83.4,0.0,12.8,47.1,8.5,31.8,23.1,26.9,38.7,23.1,29.6,23.7,0
Port of Spain,2024-01-01,82.3,0.0,11.4,43.4,8.4,31.0,24.0,26.7,37.6,24.0,28.8,23.3,0
Port of Spain,2024-01-02,82.2,0.0,14.9,38.9,2.9,31.1,24.1,27.4,38.1,24.1,30.2,24.0,0
Port of Spain,2024-01-03,75.7,1.0921999999999998,15.4,40.7,8.1,30.8,22.1,26.4,34.1,22.1,27.9,21.6,1
Port of Spain,2024-01-04,66.7,0.0,16.1,48.5,7.1,32.0,25.0,28.5,34.9,25.0,30.6,21.5,0
Port of Spain,2024-01-05,70.1,0.0,16.1,37.3,6.9,33.0,25.0,28.8,36.1,25.0,31.4,22.4,0
Port of Spain,2024-01-06,83.2,2.794,11.6,50.2,7.8,32.8,25.1,28.6,41.6,25.1,33.2,25.3,1
Port of Spain,2024-01-07,91.5,15.011399999999998,9.9,57.4,6.9,29.1,25.1,26.9,35.6,25.1,29.8,25.4,1
Port of Spain,2024-01-08,73.8,0.0,9.2,49.8,8.7,33.1,24.9,28.3,37.0,24.9,30.7,22.8,0
Port of Spain,2024-01-09,88.8,5.0038,9.2,59.3,8.1,31.1,25.1,27.6,39.2,25.1,31.6,25.5,1
Port of Spain,2024-01-10,85.3,10.0076,9.2,38.2,8.2,33.9,24.8,28.4,43.1,24.8,33.3,25.6,1
Port of Spain,2024-01-11,77.0,0.0,11.4,38.3,9.1,32.8,24.8,28.4,40.3,24.8,31.6,23.7,0
Port of Spain,2024-01-12,88.3,0.3048,15.0,52.2,5.9,29.9,24.9,26.2,37.3,24.9,27.2,24.1,1
Port of Spain,2024-01-13,78.3,0.0,11.4,32.6,7.6,31.1,22.9,26.7,35.8,22.9,28.5,22.4,0
Port of Spain,2024-01-14,80.5,10.8966,11.4,57.4,7.8,29.1,23.9,26.1,32.2,23.9,27.0,22.3,1
Port of Spain,2024-01-15,84.4,0.0,18.3,48.0,7.6,30.1,24.1,26.4,36.4,24.1,28.3,23.5,0
Port of Spain,2024-01-16,80.0,0.2032,16.1,42.0,7.8,29.9,24.1,26.7,34.9,24.1,28.6,22.9,1
Port of Spain,2024-01-17,78.0,4.013199999999999,16.1,40.0,8.0,30.1,24.0,26.5,34.2,24.0,27.5,22.2,1
Port of Spain,2024-01-18,76.5,0.0,17.2,26.4,8.2,30.8,22.1,26.3,35.4,22.1,27.5,21.7,0
Port of Spain,2024-01-19,82.3,5.0038,17.2,37.2,7.7,29.8,23.8,26.1,34.0,23.8,27.3,22.8,1
Port of Spain,2024-01-20,78.5,3.9878,15.0,40.8,7.0,29.8,23.1,26.2,32.9,23.1,27.3,22.1,1
Port of Spain,2024-01-21,75.3,2.2097999999999995,17.2,44.3,6.8,29.1,24.1,26.3,31.4,24.1,27.3,21.5,1
Port of Spain,2024-01-22,73.1,0.2032,17.2,31.1,8.6,30.8,23.1,26.9,33.4,23.1,28.1,21.4,1
Port of Spain,2024-01-23,74.7,2.9972,18.3,54.6,7.3,30.1,23.9,26.8,32.6,23.9,27.9,21.7,1
Port of Spain,2024-01-24,84.0,4.3942,18.3,37.7,8.2,30.3,22.8,26.1,34.9,22.8,27.6,23.0,1
Port of Spain,2024-01-25,80.4,0.1016,18.3,40.7,7.7,30.0,23.0,26.1,33.7,23.0,27.5,22.3,1
Port of Spain,2024-01-26,80.8,0.6096,17.2,45.5,7.2,30.1,22.8,26.2,34.4,22.8,27.6,22.4,1
Port of Spain,2024-01-27,80.6,0.0,13.9,33.5,7.6,30.8,21.9,25.9,35.2,21.9,27.4,22.1,0
Port of Spain,2024-01-28,84.1,0.7874,17.2,43.4,7.7,29.9,22.8,26.0,35.1,22.8,27.8,23.0,1
Port of Spain,2024-01-29,83.1,0.0,13.9,28.0,7.2,30.8,22.8,26.6,36.2,22.8,28.8,23.3,0
Port of Spain,2024-01-30,79.7,0.0,13.9,32.6,4.7,30.9,24.9,27.4,36.4,24.9,29.7,23.4,0
Port of Spain,2024-01-31,82.4,0.0,13.9,30.7,3.2,31.1,24.4,27.3,37.7,24.4,29.9,23.9,0
Port of Spain,2024-02-01,85.3,0.2032,15.0,38.4,8.1,30.1,22.1,25.9,36.0,22.1,27.9,23.2,1
Port of Spain,2024-02-02,79.9,0.0,13.9,21.8,3.7,31.1,23.1,26.8,38.4,23.1,28.6,22.8,0
Port of Spain,2024-02-03,73.2,0.0,16.2,49.6,8.5,31.1,21.8,26.2,34.7,21.8,27.4,20.8,0
Port of Spain,2024-02-04,86.5,5.0038,13.9,60.2,5.5,30.0,25.0,25.9,36.2,25.0,26.8,23.4,1
Port of Spain,2024-02-05,77.7,0.0,16.1,37.1,7.7,34.0,26.8,29.3,40.6,29.9,34.3,24.8,0
Port of Spain,2024-02-06,84.9,0.7111999999999999,13.9,55.8,9.7,32.0,26.0,28.6,40.8,26.0,33.3,25.6,1
Port of Spain,2024-02-07,80.6,3.5052000000000003,16.1,48.3,6.9,31.8,24.8,28.2,39.2,24.8,31.8,24.4,1
Port of Spain,2024-02-08,74.9,0.2032,9.2,42.2,8.4,33.0,24.8,28.5,38.1,24.8,31.6,23.4,1
Port of Spain,2024-02-09,93.0,48.9966,6.9,71.2,6.1,29.9,24.8,26.3,37.4,24.8,27.8,25.0,1
Port of Spain,2024-02-10,86.7,0.0,8.1,38.8,8.5,33.1,24.8,27.7,42.2,24.8,30.9,25.1,0
Port of Spain,2024-02-11,76.3,0.9906,15.0,37.8,9.4,33.0,24.9,28.1,37.6,24.9,30.9,23.3,1
Port of Spain,2024-02-12,80.6,11.811,17.2,37.5,9.5,31.0,24.0,27.6,36.6,24.0,30.6,23.8,1
Port of Spain,2024-02-13,76.5,2.0066,19.1,32.3,5.3,30.9,24.1,27.1,34.3,24.1,28.6,22.4,1
Port of Spain,2024-02-14,80.4,0.1016,19.7,32.6,5.1,31.0,25.1,27.7,37.5,25.1,30.4,23.9,1
Port of Spain,2024-02-15,77.1,2.9972,16.1,32.8,5.7,32.0,24.0,27.3,36.6,24.0,29.2,22.7,1
Port of Spain,2024-02-16,78.5,0.4064,15.5,37.1,6.1,30.9,23.8,26.7,36.5,23.8,28.4,22.5,1
Port of Spain,2024-02-17,77.5,0.0,18.3,28.6,7.6,31.2,23.1,26.8,35.2,23.1,28.4,22.3,0
Port of Spain,2024-02-18,78.8,0.0,16.1,24.9,6.9,31.1,21.8,26.6,36.6,21.8,28.5,22.4,0
Port of Spain,2024-02-19,76.4,0.0,20.8,28.4,6.6,32.8,23.8,27.7,36.8,23.8,29.7,22.8,0
Port of Spain,2024-02-20,78.0,0.0,13.9,30.7,7.4,31.8,22.9,26.7,35.6,22.9,28.2,22.3,0
Port of Spain,2024-02-21,80.5,0.0,13.9,46.1,7.4,30.9,22.1,26.4,35.1,22.1,28.4,22.6,0
Port of Spain,2024-02-22,75.1,0.0,12.8,39.8,7.2,32.0,23.1,27.2,35.4,23.1,28.6,22.1,0
Port of Spain,2024-02-23,73.5,0.0,14.8,27.5,6.9,31.9,22.1,26.9,34.8,22.1,28.0,21.3,0
Port of Spain,2024-02-24,76.6,0.0,19.7,18.0,6.5,31.1,22.1,26.8,35.1,22.1,28.5,22.1,0
Port of Spain,2024-02-25,79.5,0.0,18.3,27.7,4.6,31.9,23.8,27.4,37.8,23.8,29.9,23.5,0
Port of Spain,2024-02-26,77.4,0.0,17.2,21.8,5.5,31.1,22.9,26.8,34.6,22.9,28.2,22.2,0
Port of Spain,2024-02-27,73.8,0.0,17.2,38.3,6.0,31.8,22.8,26.6,34.2,22.8,27.7,21.2,0
Port of Spain,2024-02-28,76.8,0.0,17.2,31.8,6.4,30.8,21.1,26.0,34.1,21.1,27.4,21.4,0
Port of Spain,2024-02-29,74.5,0.0,13.9,30.3,8.1,31.9,22.9,27.1,35.3,22.9,28.6,21.8,0
Port of Spain,2024-03-01,82.5,0.0,16.1,28.4,7.6,31.0,24.0,27.2,37.5,24.0,29.8,23.9,0
Port of Spain,2024-03-02,75.3,0.0,11.4,25.1,5.1,30.8,22.8,26.4,34.0,22.8,27.5,21.4,0
Port of Spain,2024-03-03,75.1,0.0,12.8,45.9,6.0,31.1,21.1,26.4,35.8,21.1,28.1,21.4,0
Port of Spain,2024-03-04,86.7,38.1,13.9,63.9,6.0,29.8,24.9,26.1,34.7,24.9,26.9,23.6,1
Port of Spain,2024-03-05,77.1,0.0,13.9,48.6,7.5,33.1,25.1,28.9,39.0,25.1,32.4,24.2,0
Port of Spain,2024-03-06,81.8,6.2992,13.9,62.1,7.9,32.0,26.1,28.2,40.7,26.1,32.0,24.6,1
Port of Spain,2024-03-07,89.5,12.0904,6.9,64.0,7.6,29.1,24.1,26.4,34.9,24.1,28.2,24.5,1
Port of Spain,2024-03-08,80.8,0.4064,16.1,55.3,8.4,32.1,25.1,28.6,40.7,25.1,33.1,24.8,1
Port of Spain,2024-03-09,86.0,0.0,13.9,45.4,8.0,32.8,24.1,28.1,41.8,24.1,32.8,25.4,0
Port of Spain,2024-03-10,88.8,0.0,16.1,43.5,8.7,32.9,24.8,27.1,42.2,24.8,29.8,24.9,0
Port of Spain,2024-03-11,74.3,0.0,13.9,33.3,8.8,32.1,25.0,28.3,36.3,25.0,30.9,23.1,0
Port of Spain,2024-03-12,89.6,8.2042,13.9,65.9,6.5,29.9,24.9,26.3,36.1,24.9,27.7,24.4,1
Port of Spain,2024-03-13,75.5,0.0,16.4,37.9,8.5,31.8,23.8,27.6,36.4,23.8,29.3,22.5,0
Port of Spain,2024-03-14,76.4,0.0,20.1,38.0,7.2,31.8,23.9,27.6,36.6,23.9,30.1,22.9,0
Port of Spain,2024-03-15,72.9,0.0,18.3,28.2,7.3,32.8,25.8,28.3,37.8,25.8,30.8,22.8,0
Port of Spain,2024-03-16,81.2,4.013199999999999,18.3,64.7,6.8,30.1,24.1,27.0,35.2,24.1,29.0,23.4,1
Port of Spain,2024-03-17,82.5,0.9906,18.3,53.9,6.8,31.1,25.1,27.7,38.0,25.1,30.8,24.3,1
Port of Spain,2024-03-18,78.5,0.0,17.2,41.1,7.3,32.1,25.9,28.4,37.8,25.9,31.6,24.1,0
Port of Spain,2024-03-19,74.0,0.0,20.8,44.8,7.5,32.1,25.8,28.3,36.9,25.8,30.4,22.9,0
Port of Spain,2024-03-20,76.1,0.0,16.1,35.8,7.3,32.1,24.9,28.1,38.3,24.9,30.7,23.3,0
Port of Spain,2024-03-21,74.2,0.0,12.8,35.6,7.2,32.9,23.9,27.8,37.8,23.9,29.8,22.4,0
Port of Spain,2024-03-22,73.3,0.0,18.3,42.2,8.0,32.0,22.9,27.2,35.8,22.9,28.4,21.5,0
Port of Spain,2024-03-23,81.3,0.6096,19.7,57.7,7.3,31.1,23.1,26.7,36.7,23.1,28.7,23.1,1
Port of Spain,2024-03-24,75.6,0.7111999999999999,15.0,60.5,7.1,32.0,24.8,27.8,36.8,24.8,30.1,22.9,1
Port of Spain,2024-03-25,72.2,0.0,17.2,47.5,7.4,32.9,24.8,28.2,39.0,24.8,30.6,22.6,0
Port of Spain,2024-03-26,73.5,0.0,13.9,36.1,7.7,33.1,24.8,28.2,38.0,24.8,30.6,22.8,0
Port of Spain,2024-03-27,74.9,0.0,98.0,44.2,6.4,33.0,22.1,27.6,48.8,22.1,30.2,22.4,0
Port of Spain,2024-03-28,82.1,0.0,11.4,38.1,6.3,32.0,22.0,26.2,37.9,22.0,27.8,22.7,0
Port of Spain,2024-03-29,78.6,0.0,12.8,28.4,6.2,33.0,22.0,26.8,38.1,22.0,28.9,22.4,0
Port of Spain,2024-03-30,71.3,0.0,11.4,43.9,6.1,33.0,22.0,27.4,34.9,22.0,28.7,21.2,0
Port of Spain,2024-03-31,70.7,0.7111999999999999,16.1,37.9,6.3,32.0,24.0,27.8,34.9,24.0,29.6,21.7,1
Port of Spain,2024-04-01,80.1,0.0,17.2,30.8,7.7,32.0,23.1,27.4,36.3,23.1,29.4,23.3,0
Port of Spain,2024-04-02,77.5,0.0,13.9,28.7,6.7,31.1,23.0,26.6,36.4,23.0,27.8,22.1,0
